Username,ID,Money Available,Role,Password,First Name,DOB,Flights Purchased,MinerAirlines Membership,Last Name,Updated Flights Purchased,Updated Money Available
davidclark,898,3508.89,Employee,Fun!23,David,9/9/48,0,TRUE,Clark,7,43.424687499999834
feliciacarlson,821,9257.03,Employee,Fun!23,Felicia,10/3/48,0,TRUE,Carlson,2,17.866937500000404
michaelmurray,442,4970.24,Employee,Fun!23,Michael,11/12/48,0,FALSE,Murray,10,40.912375000000026
luissanchez,78,4409.29,Employee,Fun!23,Luis,12/4/48,0,TRUE,Sanchez,10,32.402249999999896
michaelking,614,4951.18,Employee,Fun!23,Michael,12/12/48,0,TRUE,King,4,52.22062499999873
daniellegardner,575,14771.19,Employee,Fun!23,Danielle,1/18/49,0,FALSE,Gardner,5,12.437125000000151
tanyajohnson,808,4147.49,Employee,Fun!23,Tanya,2/7/49,0,TRUE,Johnson,8,55.76674999999898
timothybernard,694,4105.95,Employee,Fun!23,Timothy,3/10/49,0,TRUE,Bernard,4,52.68524999999951
georgeproctor,803,3938.51,Employee,Fun!23,George,3/25/49,0,FALSE,Proctor,8,10.910500000001406
kendrasawyer,1039,6333.7,Employee,Fun!23,Kendra,4/21/49,0,FALSE,Sawyer,10,14.59687499999984
richardtorres,145,7868.78,Employee,Fun!23,Richard,5/15/49,0,TRUE,Torres,4,83.86334375000001
amymorse,896,13302.36,Employee,Fun!23,Amy,7/6/49,0,TRUE,Morse,5,22.504999999999683
rebeccanguyen,684,5194.26,Employee,Fun!23,Rebecca,8/11/49,0,FALSE,Nguyen,6,78.25325000000055
hollyschneider,648,11191.15,Employee,Fun!23,Holly,8/23/49,0,TRUE,Schneider,3,37.955124999999214
theresaobrien,108,3548.38,Employee,Fun!23,Theresa,8/28/49,0,FALSE,Obrien,3,37.41137500000002
alexwatson,90,14963.88,Employee,Fun!23,Alex,9/14/49,0,TRUE,Watson,4,40.16725000000042
christinajones,592,4331.26,Employee,Fun!23,Christina,9/14/49,0,FALSE,Jones,11,19.009874999998786
allisoncross,404,6486.71,Employee,Fun!23,Allison,10/14/49,0,TRUE,Cross,5,20.444843749999563
ambernguyen,609,12581.19,Employee,Fun!23,Amber,10/31/49,0,FALSE,Nguyen,6,53.72315624999965
terrimendez,411,8787.78,Employee,Fun!23,Terri,11/19/49,0,FALSE,Mendez,9,44.26409375000061
jennifercarr,759,3032.48,Employee,Fun!23,Jennifer,7/1/50,0,FALSE,Carr,4,58.94337500000029
alyssareese,471,2430.06,Employee,Fun!23,Alyssa,7/15/50,0,FALSE,Reese,5,90.94884374999961
johnwhite,414,8209.75,Employee,Fun!23,John,7/26/50,0,TRUE,White,13,39.349250000000694
daledisney,7,4979.19,Customer,Fun!23,Dale,10/8/50,0,FALSE,Disney,12,76.0649062500006
kellyharris,552,4729.99,Employee,Fun!23,Kelly,11/25/50,0,TRUE,Harris,7,51.141124999998425
mariahblack,981,14285.82,Employee,Fun!23,Mariah,12/18/50,0,TRUE,Black,4,73.27006250000022
megannoble,126,9833.89,Employee,Fun!23,Megan,12/27/50,0,FALSE,Noble,7,6.503750000000792
kathrynperez,220,2396.81,Employee,Fun!23,Kathryn,2/13/51,0,TRUE,Perez,7,27.30074999999995
jerryhampton,452,9574.95,Employee,Fun!23,Jerry,3/1/51,0,TRUE,Hampton,6,55.8223749999986
gregorycarr,443,4397.62,Employee,Fun!23,Gregory,4/20/51,0,FALSE,Carr,5,18.510062500000117
michaelsanchez,107,13717.09,Employee,Fun!23,Michael,4/23/51,0,TRUE,Sanchez,18,23.76824999999952
jamessimpson,825,3662.13,Employee,Fun!23,James,5/17/51,0,FALSE,Simpson,4,15.48424999999952
kaylasmith,632,8433.97,Employee,Fun!23,Kayla,5/28/51,0,TRUE,Smith,10,79.37331250000068
mirandamason,711,12638.55,Employee,Fun!23,Miranda,6/25/51,0,FALSE,Mason,11,40.28393749999875
michaelamiranda,508,6873.02,Employee,Fun!23,Michaela,7/24/51,0,FALSE,Miranda,15,29.10484375000175
victorlopez,56,14144.58,Employee,Fun!23,Victor,8/31/51,0,TRUE,Lopez,12,75.00600000000003
donaldramirez,976,3077.18,Employee,Fun!23,Donald,10/14/51,0,FALSE,Ramirez,3,116.85512500000084
stephanieharris,154,13432.78,Employee,Fun!23,Stephanie,12/3/51,0,FALSE,Harris,11,42.83721875000046
jeffreywalls,89,13145.35,Employee,Fun!23,Jeffrey,2/3/52,0,FALSE,Walls,14,82.30128125000095
davidsoto,408,6559.06,Employee,Fun!23,David,2/9/52,0,FALSE,Soto,4,67.16596874999854
bryanmassey,1022,9806.83,Employee,Fun!23,Bryan,5/17/52,0,FALSE,Massey,4,5.5275000000006
travisruiz,378,6827.24,Employee,Fun!23,Travis,6/24/52,0,FALSE,Ruiz,5,100.16375000000004
taylorjohnson,1034,12086.35,Employee,Fun!23,Taylor,6/29/52,0,TRUE,Johnson,14,48.343750000000625
rickythompson,341,8710.22,Employee,Fun!23,Ricky,7/28/52,0,TRUE,Thompson,13,31.557374999998046
brianlopez,473,13823.37,Employee,Fun!23,Brian,8/6/52,0,TRUE,Lopez,8,66.39549999999727
brianjacobson,320,10775.93,Employee,Fun!23,Brian,8/23/52,0,FALSE,Jacobson,6,50.58034375000045
donaldvillanueva,920,6021.49,Employee,Fun!23,Donald,9/1/52,0,FALSE,Villanueva,11,9.855843749997163
derrickgrant,151,9508,Employee,Fun!23,Derrick,9/9/52,0,FALSE,Grant,4,62.76962499999965
alexanderwilson,851,5644.08,Employee,Fun!23,Alexander,11/16/52,0,TRUE,Wilson,7,27.16840624999969
nicolehart,751,9882.8,Employee,Fun!23,Nicole,1/4/53,0,TRUE,Hart,5,79.44012499999974
ashleywilcox,403,7398.84,Employee,Fun!23,Ashley,1/15/53,0,FALSE,Wilcox,10,64.04856250000091
williamrice,765,12322.07,Employee,Fun!23,William,1/20/53,0,FALSE,Rice,6,1.4519062500003486
denisseloyavillalobos,57,10523.1,Employee,Fun!23,Denisse,1/29/53,0,TRUE,LoyaVillalobos,4,104.00075000000078
marychurch,280,8012.52,Employee,Fun!23,Mary,1/31/53,0,TRUE,Church,5,8.19503124999963
amandashepherd,332,11419.31,Employee,Fun!23,Amanda,2/3/53,0,TRUE,Shepherd,7,14.844999999999459
jenniferjones,817,7039.18,Employee,Fun!23,Jennifer,3/20/53,0,FALSE,Jones,7,22.97112500000037
jamiehernandez,578,9111.15,Employee,Fun!23,Jamie,4/1/53,0,TRUE,Hernandez,8,120.46009374999977
devindiaz,392,5126,Employee,Fun!23,Devin,4/4/53,0,TRUE,Diaz,9,4.120500000000362
kevinboone,742,3620.32,Employee,Fun!23,Kevin,4/27/53,0,FALSE,Boone,5,46.64846874999972
barbararobertson,253,8988,Employee,Fun!23,Barbara,5/29/53,0,TRUE,Robertson,5,24.38565624999947
ashleymorales,961,8711.61,Employee,Fun!23,Ashley,7/29/53,0,TRUE,Morales,11,34.05662499999952
antonioedwards,605,3263.32,Employee,Fun!23,Antonio,8/5/53,0,FALSE,Edwards,7,11.98187500000006
henrysalazar,741,11642.02,Employee,Fun!23,Henry,9/12/53,0,FALSE,Salazar,11,2.5662187500013545
sarahtaylor,929,7575.86,Employee,Fun!23,Sarah,2/2/54,0,FALSE,Taylor,13,4.399624999999276
jasonwolfe,328,12597.39,Employee,Fun!23,Jason,2/7/54,0,TRUE,Wolfe,5,19.95496875000056
tomperez,91,2368.65,Employee,Fun!23,Tom,4/2/54,0,TRUE,Perez,7,17.215499999999935
jacquelinedunn,285,14143.63,Employee,Fun!23,Jacqueline,6/15/54,0,FALSE,Dunn,5,1.960875000000101
jessicafernandez,400,7891,Employee,Fun!23,Jessica,7/30/54,0,TRUE,Fernandez,8,108.3918749999998
thomasstevenson,1019,2225.34,Employee,Fun!23,Thomas,9/8/54,0,TRUE,Stevenson,4,25.922750000000548
kimberlymejia,999,3653.25,Employee,Fun!23,Kimberly,9/19/54,0,TRUE,Mejia,6,30.938749999999104
ryansullivan,550,7008.8,Employee,Fun!23,Ryan,9/24/54,0,TRUE,Sullivan,5,11.555062500000275
rebeccafisher,750,6843.56,Employee,Fun!23,Rebecca,10/5/54,0,FALSE,Fisher,9,47.72274999999814
josephbrooks,389,10133.96,Employee,Fun!23,Joseph,10/17/54,0,FALSE,Brooks,8,53.22212499999992
edwardjohnson,366,11240.43,Employee,Fun!23,Edward,11/3/54,0,TRUE,Johnson,5,36.36987499999904
christopherraymond,467,10584.11,Employee,Fun!23,Christopher,2/17/55,0,FALSE,Raymond,10,46.93349999999833
jamiebrown,997,14693.66,Employee,Fun!23,Jamie,4/21/55,0,FALSE,Brown,13,44.09000000000067
stacymaldonado,987,5423.13,Employee,Fun!23,Stacy,4/30/55,0,TRUE,Maldonado,6,45.64912499999741
kristabeck,968,8127.69,Employee,Fun!23,Krista,6/29/55,0,FALSE,Beck,8,5.4049062500006855
jamessimmons,965,2516.31,Employee,Fun!23,James,7/1/55,0,TRUE,Simmons,11,19.241625000000226
jorgerodriguezortega,72,9034.81,Employee,Fun!23,Jorge,7/8/55,0,TRUE,RodriguezOrtega,16,29.210000000002424
jenniferschultz,672,13183.17,Employee,Fun!23,Jennifer,7/10/55,0,FALSE,Schultz,6,50.77049999999994
trevoryoung,457,13180.97,Employee,Fun!23,Trevor,7/25/55,0,TRUE,Young,16,13.954625000000078
stephenellis,122,11722.96,Employee,Fun!23,Stephen,8/8/55,0,TRUE,Ellis,3,38.46012499999978
victoriawhite,838,12747.56,Employee,Fun!23,Victoria,8/24/55,0,TRUE,White,12,10.468843749999309
alexandracook,959,13799.16,Employee,Fun!23,Alexandra,9/19/55,0,FALSE,Cook,11,87.17290624999875
douglasbryant,734,6099.5,Employee,Fun!23,Douglas,9/30/55,0,FALSE,Bryant,10,84.38793750000002
dakotaharper,554,7887.54,Employee,Fun!23,Dakota,12/18/55,0,FALSE,Harper,8,37.16187499999933
markgonzalez,863,7640.06,Employee,Fun!23,Mark,2/11/56,0,TRUE,Gonzalez,3,40.55493749999968
marystevens,379,12369.3,Employee,Fun!23,Mary,2/24/56,0,TRUE,Stevens,7,36.38850000000062
anthonycarson,625,10499.96,Employee,Fun!23,Anthony,3/28/56,0,TRUE,Carson,7,10.277281249998452
sonamtshering,83,12076.64,Employee,Fun!23,Sonam,4/9/56,0,FALSE,Tshering,13,52.33806249999961
brandywilkerson,769,5277.62,Employee,Fun!23,Brandy,4/24/56,0,TRUE,Wilkerson,3,24.581750000000113
jennachase,534,9043.32,Employee,Fun!23,Jenna,5/5/56,0,TRUE,Chase,6,36.417468750000694
jennifercopeland,448,5513.67,Employee,Fun!23,Jennifer,6/26/56,0,TRUE,Copeland,9,68.29237500000005
matthewgonzalez,646,14624.83,Employee,Fun!23,Matthew,6/30/56,0,TRUE,Gonzalez,7,8.479999999998654
robinwilson,847,3347.76,Employee,Fun!23,Robin,7/7/56,0,TRUE,Wilson,5,19.573499999999967
alexisblack,772,13249.79,Employee,Fun!23,Alexis,7/27/56,0,TRUE,Black,5,79.26537500000057
brianandrews,125,13599.67,Employee,Fun!23,Brian,10/15/56,0,TRUE,Andrews,8,76.61862499999906
jeffreyrodriguez,755,11005.27,Employee,Fun!23,Jeffrey,11/30/56,0,TRUE,Rodriguez,4,31.57000000000005
christopherfields,640,10496.05,Employee,Fun!23,Christopher,12/2/56,0,TRUE,Fields,12,13.586500000000342
shirleyfoster,209,7363.18,Employee,Fun!23,Shirley,12/7/56,0,TRUE,Foster,5,48.980500000000006
jennifersmith,600,2991.97,Employee,Fun!23,Jennifer,12/15/56,0,TRUE,Smith,4,7.352906249999592
melissaholt,1007,11119.64,Employee,Fun!23,Melissa,1/1/57,0,FALSE,Holt,9,6.572937500000052
michellesexton,454,7701.72,Employee,Fun!23,Michelle,3/5/57,0,TRUE,Sexton,10,115.89343749999824
timothyjones,714,3251.97,Employee,Fun!23,Timothy,4/21/57,0,TRUE,Jones,9,43.110625000000454
jeffreysloan,343,7623.11,Employee,Fun!23,Jeffrey,4/24/57,0,FALSE,Sloan,5,13.578750000000142
marklamb,426,9031.31,Employee,Fun!23,Mark,4/28/57,0,TRUE,Lamb,5,10.995031250000409
michellejones,269,4495.34,Employee,Fun!23,Michelle,5/4/57,0,TRUE,Jones,12,20.919625000000536
lindarobles,608,8189.07,Employee,Fun!23,Linda,7/2/57,0,FALSE,Robles,6,21.28337499999907
jodysanchez,866,2717.79,Employee,Fun!23,Jody,8/11/57,0,TRUE,Sanchez,10,19.06150000000025
stephaniemcdonald,97,12824.46,Employee,Fun!23,Stephanie,8/26/57,0,TRUE,Mcdonald,10,27.36037499999975
bethsharp,635,8616.5,Employee,Fun!23,Beth,9/3/57,0,FALSE,Sharp,1,75.9528750000004
teresataylor,789,7852.52,Employee,Fun!23,Teresa,10/7/57,0,FALSE,Taylor,10,35.52424999999744
darinbaker,599,8600.51,Employee,Fun!23,Darin,12/7/57,0,FALSE,Baker,6,35.79743749999963
evilqueen,29,14810.91,Customer,Fun!23,Evil,1/1/58,0,TRUE,Queen,5,9.699999999999363
kristablake,428,12841.6,Employee,Fun!23,Krista,1/20/58,0,TRUE,Blake,10,9.630374999999901
dylanlopez,568,8503.64,Employee,Fun!23,Dylan,2/14/58,0,FALSE,Lopez,6,19.407843750000268
kristinesmith,857,6279.68,Employee,Fun!23,Kristine,3/12/58,0,FALSE,Smith,9,63.61612500000052
suzannekennedy,945,5400.21,Employee,Fun!23,Suzanne,7/4/58,0,FALSE,Kennedy,5,68.08849999999984
jonlopez,447,10912.84,Employee,Fun!23,Jon,8/8/58,0,TRUE,Lopez,12,35.815093749998454
markstewart,795,4651.9,Employee,Fun!23,Mark,12/8/58,0,TRUE,Stewart,4,34.897999999999854
ricardorodriguez,407,12041.16,Employee,Fun!23,Ricardo,3/8/59,0,TRUE,Rodriguez,11,35.83309374999686
kristyhoover,291,6408.05,Employee,Fun!23,Kristy,4/1/59,0,FALSE,Hoover,8,3.946781250000541
nicholascopeland,643,4915.5,Employee,Fun!23,Nicholas,7/1/59,0,TRUE,Copeland,6,66.7136249999994
brandyvalenzuela,546,7637.01,Employee,Fun!23,Brandy,9/26/59,0,FALSE,Valenzuela,5,36.17118750000061
matthewkhan,924,11254.68,Employee,Fun!23,Matthew,11/3/59,0,FALSE,Khan,4,53.58124999999984
mindyross,873,3762.91,Employee,Fun!23,Mindy,12/6/59,0,TRUE,Ross,6,21.47196874999976
franciscomoore,321,3653.18,Employee,Fun!23,Francisco,12/31/59,0,FALSE,Moore,9,94.59700000000066
brittanynielsen,498,9452.38,Employee,Fun!23,Brittany,1/7/60,0,FALSE,Nielsen,7,55.210999999999046
matthewporter,494,8456.75,Employee,Fun!23,Matthew,2/2/60,0,TRUE,Porter,7,75.48184375000073
wendyphillips,1031,10698.49,Employee,Fun!23,Wendy,2/23/60,0,FALSE,Phillips,6,26.108093749999966
dianagarcia,41,5349.72,Employee,Fun!23,Diana,2/27/60,0,FALSE,Garcia,10,74.862562499999
samanthamay,235,6956.5,Employee,Fun!23,Samantha,4/3/60,0,TRUE,May,3,27.964875000000745
kevintran,843,14182.93,Employee,Fun!23,Kevin,5/13/60,0,FALSE,Tran,5,64.53640624999755
brianhayes,344,14549.8,Employee,Fun!23,Brian,7/19/60,0,FALSE,Hayes,10,55.72287499999983
anthonysims,396,13709.46,Employee,Fun!23,Anthony,8/26/60,0,FALSE,Sims,7,51.61403125000065
kevinswanson,363,9618.43,Employee,Fun!23,Kevin,9/13/60,0,TRUE,Swanson,2,30.2049999999997
maryanderson,966,3908.45,Employee,Fun!23,Mary,10/17/60,0,FALSE,Anderson,7,45.483812500000894
jonathanmartinez,807,11563.53,Employee,Fun!23,Jonathan,11/7/60,0,TRUE,Martinez,4,17.613687500000538
ryanwashington,956,4965.37,Employee,Fun!23,Ryan,11/29/60,0,TRUE,Washington,6,11.117499999999552
elizabethalvarez,384,8077.6,Employee,Fun!23,Elizabeth,2/2/61,0,FALSE,Alvarez,13,8.195781249998177
michaelrobinson,493,13337.68,Employee,Fun!23,Michael,3/4/61,0,FALSE,Robinson,5,21.882999999999868
michelleramirez,591,4321.48,Employee,Fun!23,Michelle,4/16/61,0,TRUE,Ramirez,5,62.023250000000786
johndavis,708,10715.07,Employee,Fun!23,John,5/3/61,0,FALSE,Davis,13,2.0927499999986594
hollydavidson,800,10461.2,Employee,Fun!23,Holly,5/16/61,0,FALSE,Davidson,13,37.565999999998496
chrisking,286,4908.84,Employee,Fun!23,Chris,5/20/61,0,FALSE,King,5,83.06787499999996
michealsanders,798,3891.93,Employee,Fun!23,Micheal,7/11/61,0,FALSE,Sanders,8,130.16531249999926
stevencabrera,441,9997.12,Employee,Fun!23,Steven,8/20/61,0,FALSE,Cabrera,14,43.9419062499999
stephanieperry,977,7010.95,Employee,Fun!23,Stephanie,8/22/61,0,FALSE,Perry,6,39.252718749999964
laurenneal,162,7252.78,Employee,Fun!23,Lauren,9/9/61,0,FALSE,Neal,9,66.77953124999945
kimbuckley,196,5423.56,Employee,Fun!23,Kim,9/16/61,0,TRUE,Buckley,5,12.086812500000576
lorijohnson,775,13259.01,Employee,Fun!23,Lori,10/21/61,0,FALSE,Johnson,10,3.505499999999614
jessicaanderson,491,6078.68,Employee,Fun!23,Jessica,11/6/61,0,FALSE,Anderson,8,9.212687500000385
mercedesnichols,634,14562.07,Employee,Fun!23,Mercedes,11/17/61,0,TRUE,Nichols,13,33.13646874999816
anaandrade,941,3907.86,Employee,Fun!23,Ana,11/28/61,0,FALSE,Andrade,9,58.5711562499991
lindamiller,844,6898.47,Employee,Fun!23,Linda,11/29/61,0,FALSE,Miller,8,8.676875000000408
randykeller,424,4054.3,Employee,Fun!23,Randy,2/1/62,0,TRUE,Keller,9,98.29662499999912
tamialexander,294,6753.99,Employee,Fun!23,Tami,2/13/62,0,FALSE,Alexander,10,88.56146874999985
auroradisney,14,13901.06,Customer,Fun!23,Aurora,7/18/62,0,TRUE,Disney,7,117.58562500000028
heidibarker,355,6350.22,Employee,Fun!23,Heidi,8/28/62,0,TRUE,Barker,5,94.74943749999966
jeffray,590,3915.05,Employee,Fun!23,Jeff,9/4/62,0,TRUE,Ray,5,30.952624999999557
joshuameadows,382,6152.46,Employee,Fun!23,Joshua,9/21/62,0,TRUE,Meadows,7,7.983250000000112
joseevans,490,5219.77,Employee,Fun!23,Jose,10/2/62,0,TRUE,Evans,7,67.17712499999914
patriciamcdonald,786,11368.29,Employee,Fun!23,Patricia,11/9/62,0,FALSE,Mcdonald,5,16.12896875000014
danielhampton,134,7575.12,Employee,Fun!23,Daniel,11/16/62,0,FALSE,Hampton,9,30.61587499999935
jessicamoore,249,4823.37,Employee,Fun!23,Jessica,2/9/63,0,TRUE,Moore,9,9.975343750001684
garysmith,706,4740.44,Employee,Fun!23,Gary,2/23/63,0,FALSE,Smith,7,10.349624999999989
paulsalas,992,4876.83,Employee,Fun!23,Paul,4/22/63,0,FALSE,Salas,9,20.214374999999677
jacobnorton,845,12247.69,Employee,Fun!23,Jacob,5/1/63,0,TRUE,Norton,11,10.39700000000007
robertdavis,275,10762.35,Employee,Fun!23,Robert,8/25/63,0,TRUE,Davis,4,18.200374999999966
monicadavenport,127,6447.5,Employee,Fun!23,Monica,11/7/63,0,TRUE,Davenport,11,31.476624999998705
philipholt,849,12189.3,Employee,Fun!23,Philip,1/10/64,0,FALSE,Holt,8,28.02950000000004
christophernorris,117,10253.57,Employee,Fun!23,Christopher,1/18/64,0,FALSE,Norris,2,164.03253124999958
marychapman,512,4434.1,Employee,Fun!23,Mary,2/5/64,0,TRUE,Chapman,7,43.67765625000018
christineellis,691,8707.5,Employee,Fun!23,Christine,2/8/64,0,FALSE,Ellis,4,87.53324999999904
timothyjohnson,791,3934.51,Employee,Fun!23,Timothy,2/28/64,0,FALSE,Johnson,13,63.26574999999795
toddbrooks,144,9642.58,Employee,Fun!23,Todd,7/1/64,0,FALSE,Brooks,15,6.321937499999365
richardbrown,180,2248,Employee,Fun!23,Richard,8/11/64,0,TRUE,Brown,6,12.449312499999223
emilychang,901,2295.56,Employee,Fun!23,Emily,12/10/64,0,TRUE,Chang,11,81.23949999999826
jameswatson,916,4578.94,Employee,Fun!23,James,1/27/65,0,TRUE,Watson,7,5.635874999999118
nicholassmith,854,6018.09,Employee,Fun!23,Nicholas,2/20/65,0,FALSE,Smith,12,47.486500000001485
kennethhouse,869,4343.65,Employee,Fun!23,Kenneth,2/28/65,0,FALSE,House,4,14.754625000000289
crystalwalker,118,2827.19,Employee,Fun!23,Crystal,3/18/65,0,FALSE,Walker,6,25.182437500000106
carriebennett,369,7339.59,Employee,Fun!23,Carrie,3/26/65,0,TRUE,Bennett,5,148.65290624999952
amyhall,955,7397.78,Employee,Fun!23,Amy,7/21/65,0,FALSE,Hall,3,64.57362499999982
josephfritz,824,10872.34,Employee,Fun!23,Joseph,7/26/65,0,FALSE,Fritz,7,82.7939062499987
darrelljones,953,14469.16,Employee,Fun!23,Darrell,9/4/65,0,FALSE,Jones,12,72.78121875000035
brittneydaniel,749,7337,Employee,Fun!23,Brittney,9/9/65,0,TRUE,Daniel,6,3.075874999999229
michelecummings,387,11992.33,Employee,Fun!23,Michele,1/6/66,0,TRUE,Cummings,5,33.07024999999979
kathysmith,788,3542.04,Employee,Fun!23,Kathy,1/9/66,0,FALSE,Smith,8,64.22965624999988
brittanyrichard,668,8026.48,Employee,Fun!23,Brittany,1/15/66,0,FALSE,Richard,4,80.09699999999997
christopherjones,358,9940.18,Employee,Fun!23,Christopher,1/21/66,0,TRUE,Jones,8,52.35199999999924
shanemiller,131,5816.67,Employee,Fun!23,Shane,3/3/66,0,TRUE,Miller,6,89.74562500000002
anthonydalton,461,9117.25,Employee,Fun!23,Anthony,3/28/66,0,TRUE,Dalton,7,133.242874999999
lindsaywebster,323,7364.79,Employee,Fun!23,Lindsay,4/3/66,0,TRUE,Webster,9,13.64356249999895
sarafox,762,7106.08,Employee,Fun!23,Sara,5/27/66,0,TRUE,Fox,12,22.968406249999248
michaelwilliams,277,13199.08,Employee,Fun!23,Michael,7/14/66,0,FALSE,Williams,12,18.970156250000088
barbarajones,470,14547.6,Employee,Fun!23,Barbara,7/14/66,0,TRUE,Jones,10,14.646124999999756
jameshammond,191,6120.89,Employee,Fun!23,James,7/26/66,0,FALSE,Hammond,7,22.944281249999896
juliajones,671,4217.61,Employee,Fun!23,Julia,8/4/66,0,TRUE,Jones,8,8.11662499999926
aladdindisney,11,4182.53,Customer,Fun!23,Aladdin,11/3/66,0,TRUE,Disney,8,43.652249999999526
davidsummers,757,4185.87,Employee,Fun!23,David,12/4/66,0,TRUE,Summers,6,8.913718750000228
daniellucio,59,7520.47,Employee,Fun!23,Daniel,2/26/67,0,TRUE,Lucio,5,89.50124999999969
alyssasmith,593,13761.12,Employee,Fun!23,Alyssa,3/1/67,0,FALSE,Smith,2,6.3019062499999166
arianalara,226,3736.63,Employee,Fun!23,Ariana,4/2/67,0,TRUE,Lara,10,23.381249999999213
kellywilson,910,6831.67,Employee,Fun!23,Kelly,5/20/67,0,TRUE,Wilson,7,124.40643749999964
robinwatson,526,11888.88,Employee,Fun!23,Robin,6/5/67,0,TRUE,Watson,6,81.27662500000024
kristalambert,642,4552.75,Employee,Fun!23,Krista,6/7/67,0,TRUE,Lambert,6,33.67093750000009
paulawyatt,130,12971.84,Employee,Fun!23,Paula,6/29/67,0,TRUE,Wyatt,2,17.693624999999884
garypark,836,5535.53,Employee,Fun!23,Gary,3/3/68,0,TRUE,Park,4,23.370749999999816
rhondakane,373,14705.53,Employee,Fun!23,Rhonda,3/12/68,0,TRUE,Kane,8,10.007000000001426
davidcox,650,14109.04,Employee,Fun!23,David,6/2/68,0,FALSE,Cox,8,6.674937500000254
mariamccarthy,228,7747.23,Employee,Fun!23,Maria,6/3/68,0,FALSE,Mccarthy,5,13.324874999999764
brendadouglas,317,8860.32,Employee,Fun!23,Brenda,6/12/68,0,FALSE,Douglas,4,23.037749999999676
sarahgriffin,683,10311.54,Employee,Fun!23,Sarah,8/11/68,0,TRUE,Griffin,13,27.655749999998534
jerryrodriguez,975,2862.93,Employee,Fun!23,Jerry,8/27/68,0,TRUE,Rodriguez,9,38.69487499999974
travisburton,693,14594.75,Employee,Fun!23,Travis,10/19/68,0,FALSE,Burton,8,1.8961250000003105
virginiaphelps,216,8433.7,Employee,Fun!23,Virginia,11/13/68,0,FALSE,Phelps,8,26.613124999998263
karldavis,859,6531.64,Employee,Fun!23,Karl,1/9/69,0,TRUE,Davis,4,100.6494374999998
ruthponce,927,10460.34,Employee,Fun!23,Ruth,2/19/69,0,TRUE,Ponce,3,22.273874999999975
davidwright,254,6101.96,Employee,Fun!23,David,2/27/69,0,FALSE,Wright,6,44.64428124999978
sarahjones,669,9953.96,Employee,Fun!23,Sarah,3/4/69,0,FALSE,Jones,4,12.780499999999137
jessicafrye,499,2705.21,Employee,Fun!23,Jessica,4/1/69,0,FALSE,Frye,5,35.92325000000028
sharongillespie,936,8689.54,Employee,Fun!23,Sharon,4/10/69,0,FALSE,Gillespie,4,91.13362500000031
patrickbennett,785,4204.58,Employee,Fun!23,Patrick,5/4/69,0,FALSE,Bennett,7,27.991062499997952
jeremyfoster,763,5536,Employee,Fun!23,Jeremy,5/15/69,0,TRUE,Foster,5,30.98228124999973
markramos,189,12293,Employee,Fun!23,Mark,6/25/69,0,TRUE,Ramos,7,49.014124999999666
ginaswanson,655,6435.76,Employee,Fun!23,Gina,7/6/69,0,FALSE,Swanson,9,90.6753750000006
nicolejohnson,417,9101.82,Employee,Fun!23,Nicole,7/29/69,0,FALSE,Johnson,6,51.37337500000103
phillipbrown,583,6819.73,Employee,Fun!23,Phillip,8/6/69,0,TRUE,Brown,10,28.98534375000122
stephaniewilliams,888,9231.27,Employee,Fun!23,Stephanie,1/2/70,0,FALSE,Williams,7,56.580781249999205
annagutierrez,239,2661.31,Employee,Fun!23,Anna,4/4/70,0,FALSE,Gutierrez,9,19.266500000002225
matthewperez,290,4896,Employee,Fun!23,Matthew,8/23/70,0,FALSE,Perez,4,24.395718750000043
kimcontreras,523,4356.71,Employee,Fun!23,Kim,10/12/70,0,TRUE,Contreras,6,0.5960312499998537
rachelroberson,412,12779.99,Employee,Fun!23,Rachel,10/13/70,0,FALSE,Roberson,5,35.33887500000026
allenarnold,638,11892.24,Employee,Fun!23,Allen,2/8/71,0,FALSE,Arnold,8,8.82465625000117
briangates,603,13781.75,Employee,Fun!23,Brian,2/22/71,0,FALSE,Gates,6,68.18374999999878
staceypaul,329,12306.44,Employee,Fun!23,Stacey,2/26/71,0,TRUE,Paul,7,9.236374999999924
chrisholden,260,7147.39,Employee,Fun!23,Chris,3/11/71,0,FALSE,Holden,14,163.9664687499987
deansmith,376,11094.57,Employee,Fun!23,Dean,4/24/71,0,FALSE,Smith,8,63.22187499999961
debraraymond,796,2411.2,Employee,Fun!23,Debra,6/22/71,0,FALSE,Raymond,7,13.739124999999817
sarahmosley,351,6532.34,Employee,Fun!23,Sarah,6/28/71,0,TRUE,Mosley,8,6.85050000000092
stephenpeters,1028,8800.13,Employee,Fun!23,Stephen,7/6/71,0,FALSE,Peters,6,49.30793749999921
pennymcdaniel,902,9974.03,Employee,Fun!23,Penny,8/17/71,0,FALSE,Mcdaniel,10,50.58631250000002
markrogers,644,7678,Employee,Fun!23,Mark,10/26/71,0,TRUE,Rogers,8,27.30171875000056
bryanfields,776,7227.72,Employee,Fun!23,Bryan,1/23/72,0,FALSE,Fields,9,69.16843750000083
ashleygilmore,38,12929.44,Employee,Fun!23,Ashley,2/3/72,0,TRUE,Gilmore,5,12.048624999999902
elizabethcordova,357,13215.34,Employee,Fun!23,Elizabeth,2/10/72,0,TRUE,Cordova,6,8.933750000000146
